year,category,prize,motivation,price_share,laureate_id,laureate_type,full_name,birth_date,birth_city,birth_country,gender,organization_name,organization_city,organization_country,death_date,death_city,death_country
1922,Chemistry,The Nobel Prize in Chemistry,"for his discovery, by means of his mass spectrograph, of isotopes, in a large number of non-radioactive elements, and for his enunciation of the whole-number rule",1,180,Individual,Francis William Aston,1877-09-01,Harborne,United Kingdom,male,University of Cambridge,Cambridge,United Kingdom,1945-11-20,Cambridge,United Kingdom
1922,Literature,The Nobel Prize in Literature,for the happy manner in which he has continued the illustrious traditions of the Spanish drama,1,592,Individual,Jacinto Benavente,1866-08-12,Madrid,Spain,male,,,,1954-07-14,Madrid,Spain
1922,Peace,The Nobel Peace Prize,"for his leading role in the repatriation of prisoners of war, in international relief work and as the League of Nations' High Commissioner for refugees",1,487,Individual,Fridtjof Nansen,1861-10-10,Kristiania,Norway,male,,,,1930-05-13,Oslo,Norway
1922,Physics,The Nobel Prize in Physics,for his services in the investigation of the structure of atoms and of the radiation emanating from them,1,27,Individual,Niels Henrik David Bohr,1885-10-07,Copenhagen,Denmark,male,Copenhagen University,Copenhagen,Denmark,1962-11-18,Copenhagen,Denmark
1922,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for his discovery relating to the production of heat in the muscle,1/2,311,Individual,Archibald Vivian Hill,1886-09-26,Bristol,United Kingdom,male,London University,London,United Kingdom,1977-06-03,Cambridge,United Kingdom
1922,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle,1/2,312,Individual,Otto Fritz Meyerhof,1884-04-12,Hanover,Germany,male,Kiel University,Kiel,Germany,1951-10-06,"Philadelphia, PA",USA
1923,Chemistry,The Nobel Prize in Chemistry,for his invention of the method of micro-analysis of organic substances,1,181,Individual,Fritz Pregl,1869-09-03,Laibach,Austria-Hungary,male,Graz University,Graz,Austria,1930-12-13,Graz,Austria
1923,Literature,The Nobel Prize in Literature,"for his always inspired poetry, which in a highly artistic form gives expression to the spirit of a whole nation",1,593,Individual,William Butler Yeats,1865-06-13,Dublin,Ireland,male,,,,1939-01-28,Roquebrune-Cap-Martin,France
1923,Physics,The Nobel Prize in Physics,for his work on the elementary charge of electricity and on the photoelectric effect,1,28,Individual,Robert Andrews Millikan,1868-03-22,"Morrison, IL",USA,male,California Institute of Technology (Caltech),"Pasadena, CA",USA,1953-12-19,"San Marino, CA",USA
1923,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for the discovery of insulin,1/2,313,Individual,Frederick Grant Banting,1891-11-14,Alliston,Canada,male,University of Toronto,Toronto,Canada,1941-02-21,Newfoundland,Canada
1923,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for the discovery of insulin,1/2,314,Individual,John James Rickard Macleod,1876-09-06,Cluny,Scotland,male,University of Toronto,Toronto,Canada,1935-03-16,Aberdeen,Scotland
1924,Literature,The Nobel Prize in Literature,"for his great national epic, <I>The Peasants</I>",1,594,Individual,Wladyslaw Stanislaw Reymont,1867-05-07,Kobiele Wielkie,Russian Empire,male,,,,1925-12-05,Warsaw,Poland
1924,Physics,The Nobel Prize in Physics,for his discoveries and research in the field of X-ray spectroscopy,1,29,Individual,Karl Manne Georg Siegbahn,1886-12-03,Örebro,Sweden,male,Uppsala University,Uppsala,Sweden,1978-09-26,Stockholm,Sweden
1924,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for his discovery of the mechanism of the electrocardiogram,1,315,Individual,Willem Einthoven,1860-05-21,Semarang,"Java, Dutch East Indies",male,Leiden University,Leiden,the Netherlands,1927-09-29,Leiden,the Netherlands
1925,Chemistry,The Nobel Prize in Chemistry,"for his demonstration of the heterogenous nature of colloid solutions and for the methods he used, which have since become fundamental in modern colloid chemistry",1,182,Individual,Richard Adolf Zsigmondy,1865-04-01,Vienna,Austrian Empire,male,Goettingen University,Göttingen,Germany,1929-09-24,Göttingen,Germany
1925,Literature,The Nobel Prize in Literature,"for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty",1,596,Individual,George Bernard Shaw,1856-07-26,Dublin,Ireland,male,,,,1950-11-02,Ayot St. Lawrence,United Kingdom
1925,Peace,The Nobel Peace Prize,for his crucial role in bringing about the Dawes Plan,1/2,489,Individual,Charles Gates Dawes,1865-08-27,"Marietta, OH",USA,male,,,,1951-04-23,"Evanston, IL",USA
1925,Peace,The Nobel Peace Prize,for his crucial role in bringing about the Locarno Treaty,1/2,488,Individual,Sir Austen Chamberlain,1863-10-16,Birmingham,United Kingdom,male,,,,1937-03-16,London,United Kingdom
1925,Physics,The Nobel Prize in Physics,for their discovery of the laws governing the impact of an electron upon an atom,1/2,31,Individual,Gustav Ludwig Hertz,1887-07-22,Hamburg,Germany,male,Halle University,Halle,Germany,1975-10-30,Berlin,East Germany
1925,Physics,The Nobel Prize in Physics,for their discovery of the laws governing the impact of an electron upon an atom,1/2,30,Individual,James Franck,1882-08-26,Hamburg,Germany,male,Goettingen University,Göttingen,Germany,1964-05-21,Göttingen,West Germany
1926,Chemistry,The Nobel Prize in Chemistry,for his work on disperse systems,1,183,Individual,The (Theodor) Svedberg,1884-08-30,Fleräng,Sweden,male,Uppsala University,Uppsala,Sweden,1971-02-25,Örebro,Sweden
1926,Literature,The Nobel Prize in Literature,for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general,1,597,Individual,Grazia Deledda,1871-09-27,"Nuoro, Sardinia",Italy,female,,,,1936-08-15,Rome,Italy
1926,Peace,The Nobel Peace Prize,for their crucial role in bringing about the Locarno Treaty,1/2,490,Individual,Aristide Briand,1862-03-28,Nantes,France,male,,,,1932-03-07,Paris,France
1926,Peace,The Nobel Peace Prize,for their crucial role in bringing about the Locarno Treaty,1/2,491,Individual,Gustav Stresemann,1878-05-10,Berlin,Germany,male,,,,1929-10-03,Berlin,Germany
1926,Physics,The Nobel Prize in Physics,"for his work on the discontinuous structure of matter, and especially for his discovery of sedimentation equilibrium",1,32,Individual,Jean Baptiste Perrin,1870-09-30,Lille,France,male,Sorbonne University,Paris,France,1942-04-17,"New York, NY",USA
1926,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for his discovery of the Spiroptera carcinoma,1,316,Individual,Johannes Andreas Grib Fibiger,1867-04-23,Silkeborg,Denmark,male,Copenhagen University,Copenhagen,Denmark,1928-01-30,Copenhagen,Denmark
1927,Chemistry,The Nobel Prize in Chemistry,for his investigations of the constitution of the bile acids and related substances,1,184,Individual,Heinrich Otto Wieland,1877-06-04,Pforzheim,Germany,male,Munich University,Munich,Germany,1957-08-05,Munich,West Germany
1927,Literature,The Nobel Prize in Literature,in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented,1,600,Individual,Henri Bergson,1859-10-18,Paris,France,male,,,,1941-01-04,Paris,France
1927,Peace,The Nobel Peace Prize,for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation,1/2,492,Individual,Ferdinand Buisson,1841-12-20,Paris,France,male,,,,1932-02-16,Thieuloy-Saint-Antoine,France
1927,Peace,The Nobel Peace Prize,for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation,1/2,493,Individual,Ludwig Quidde,1858-03-23,Bremen,Germany,male,,,,1941-03-04,Geneva,Switzerland
1927,Physics,The Nobel Prize in Physics,for his discovery of the effect named after him,1/2,33,Individual,Arthur Holly Compton,1892-09-10,"Wooster, OH",USA,male,University of Chicago,"Chicago, IL",USA,1962-03-15,"Berkeley, CA",USA
1927,Physics,The Nobel Prize in Physics,for his method of making the paths of electrically charged particles visible by condensation of vapour,1/2,34,Individual,Charles Thomson Rees Wilson,1869-02-14,Glencorse,Scotland,male,University of Cambridge,Cambridge,United Kingdom,1959-11-15,Carlops,Scotland
1927,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica,1,317,Individual,Julius Wagner-Jauregg,1857-03-07,Wels,Austria,male,Vienna University,Vienna,Austria,1940-09-27,Vienna,Austria
1928,Chemistry,The Nobel Prize in Chemistry,for the services rendered through his research into the constitution of the sterols and their connection with the vitamins,1,185,Individual,Adolf Otto Reinhold Windaus,1876-12-25,Berlin,Germany,male,Goettingen University,Göttingen,Germany,1959-06-09,Göttingen,West Germany
1928,Literature,The Nobel Prize in Literature,principally for her powerful descriptions of Northern life during the Middle Ages,1,601,Individual,Sigrid Undset,1882-05-20,Kalundborg,Denmark,female,,,,1949-06-10,Lillehammer,Norway
1928,Physics,The Nobel Prize in Physics,for his work on the thermionic phenomenon and especially for the discovery of the law named after him,1,35,Individual,Owen Willans Richardson,1879-04-26,Dewsbury,United Kingdom,male,London University,London,United Kingdom,1959-02-15,Alton,United Kingdom
1928,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for his work on typhus,1,318,Individual,Charles Jules Henri Nicolle,1866-09-21,Rouen,France,male,Institut Pasteur,Tunis,Tunisia,1936-02-28,Tunis,Tunisia
1929,Chemistry,The Nobel Prize in Chemistry,for their investigations on the fermentation of sugar and fermentative enzymes,1/2,186,Individual,Arthur Harden,1865-10-12,Manchester,United Kingdom,male,London University,London,United Kingdom,1940-06-17,Bourne,United Kingdom
1929,Chemistry,The Nobel Prize in Chemistry,for their investigations on the fermentation of sugar and fermentative enzymes,1/2,187,Individual,Hans Karl August Simon von Euler-Chelpin,1873-02-15,Augsburg,Germany,male,Stockholm University,Stockholm,Sweden,1964-11-06,Stockholm,Sweden
1929,Literature,The Nobel Prize in Literature,"principally for his great novel, <I>Buddenbrooks</I>, which has won steadily increased recognition as one of the classic works of contemporary literature",1,602,Individual,Thomas Mann,1875-06-06,Lübeck,Germany,male,,,,1955-08-12,Zurich,Switzerland
1929,Peace,The Nobel Peace Prize,for his crucial role in bringing about the Briand-Kellogg Pact,1,494,Individual,Frank Billings Kellogg,1856-12-22,"Potsdam, NY",USA,male,,,,1937-12-21,"St. Paul, MN",USA
1929,Physics,The Nobel Prize in Physics,for his discovery of the wave nature of electrons,1,36,Individual,Prince Louis-Victor Pierre Raymond de Broglie,1892-08-15,Dieppe,France,male,"Sorbonne University, Institut Henri Poincaré",Paris,France,1987-03-19,Paris,France
1929,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for his discovery of the antineuritic vitamin,1/2,319,Individual,Christiaan Eijkman,1858-08-11,Nijkerk,the Netherlands,male,Utrecht University,Utrecht,the Netherlands,1930-11-05,Utrecht,the Netherlands
1929,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for his discovery of the growth-stimulating vitamins,1/2,320,Individual,Sir Frederick Gowland Hopkins,1861-06-20,Eastbourne,United Kingdom,male,University of Cambridge,Cambridge,United Kingdom,1947-05-16,Cambridge,United Kingdom
1930,Chemistry,The Nobel Prize in Chemistry,for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin,1,188,Individual,Hans Fischer,1881-07-27,Hoechst,Germany,male,Technische Hochschule (Institute of Technology),Munich,Germany,1945-03-31,Munich,Germany
1930,Literature,The Nobel Prize in Literature,"for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters",1,603,Individual,Sinclair Lewis,1885-02-07,"Sauk Centre, MN",USA,male,,,,1951-01-10,Rome,Italy
1930,Peace,The Nobel Peace Prize,for promoting Christian unity and helping create 'that new attitude of mind which is necessary if peace between nations is to become reality',1,495,Individual,Lars Olof Jonathan (Nathan) Söderblom,1866-01-15,Trönö,Sweden,male,,,,1931-07-12,Uppsala,Sweden
1930,Physics,The Nobel Prize in Physics,for his work on the scattering of light and for the discovery of the effect named after him,1,37,Individual,Sir Chandrasekhara Venkata Raman,1888-11-07,Tiruchirappalli,India,male,Calcutta University,Calcutta,India,1970-11-21,Bangalore,India
1930,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for his discovery of human blood groups,1,321,Individual,Karl Landsteiner,1868-06-14,Vienna,Austrian Empire,male,Rockefeller Institute for Medical Research,"New York, NY",USA,1943-06-26,"New York, NY",USA
1931,Chemistry,The Nobel Prize in Chemistry,in recognition of their contributions to the invention and development of chemical high pressure methods,1/2,189,Individual,Carl Bosch,1874-08-27,Cologne,Germany,male,University of Heidelberg,Heidelberg,Germany,1940-04-26,Heidelberg,Germany
